,teamname,outs,base_state_retro,chosen_runner_strategy,model_optimal_strategy,chosen_strategy_payoff,model_optimal_payoff,payoff_diff,sp1,sp2,speed_1b,speed_2b,speed_3b,arm_strength
3386,CHN,1,110,[],[],0.0,0.0,0.0,0.000862709232190727,0.08884843911367621,28.3,27.7,,93.1
3387,PIT,0,110,[2],[2],0.6679999999999999,0.4732207999999999,0.19477920000000004,0.014484755720575528,0.8024827137891986,27.1,26.4,,95.4
3388,PIT,1,101,[3],[3],0.7290000000000001,0.6789384,0.05006160000000004,0.006875748658699005,0.9464110819100657,28.2,,27.1,89.8
3389,CHN,1,110,[],[],0.0,0.0,0.0,0.007843883601691526,0.7996983431809449,28.4,28.5,,93.3
3390,MIL,1,101,[3],[3],0.7290000000000001,0.6288768,0.10012320000000008,0.002623788646561477,0.8779616351007702,27.8,,27.6,100.4
3392,MIL,0,110,"[2, 1]",[2],0.486,0.5845232,-0.09852320000000003,0.05477240842226184,0.9122379671257793,26.5,28.1,,92.6
3395,NYA,1,110,[],[2],0.0,0.0549999999999999,-0.0549999999999999,0.35188711569773945,0.9879453863506782,26.7,25.7,,93.1
3396,MIA,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.19906693408662865,0.9983727292208955,28.0,,27.2,93.1
3397,MIA,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.12275842956452863,0.9990027965057228,26.6,,29.8,93.1
3400,SDN,1,110,[],[],0.0,0.0,0.0,0.0028181722525925904,0.6565683148239675,26.8,27.7,,93.7
3401,SDN,0,110,[2],[2],0.6679999999999999,0.6401743999999999,0.027825600000000006,0.09972032649236227,0.9747455998993025,28.3,27.6,,93.7
3403,MIL,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.5413336,0.01766639999999997,0.9779633331087538,0.9906668963168159,,27.6,28.1,89.2
3408,SDN,1,110,[],[],0.0,0.0,0.0,0.010147469782404174,0.7525449223735927,27.6,26.8,,100.2
3412,SDN,1,110,[],[],0.0,0.0,0.0,0.0007021502986589638,0.31441710029404873,26.8,27.7,,94.7
3413,SDN,0,110,[],[],0.0,0.0,0.0,0.00126572355416717,0.0011642203195044048,28.5,28.3,,92.9
3414,LAN,1,110,[],[],0.0,0.0,0.0,0.21228886822744483,0.6671602653691139,26.9,27.2,,89.5
3416,SDN,1,11,"[3, 2]","[2, 3]",0.779,0.68459,0.09441,0.9172432431105366,0.897279941457036,,28.3,24.9,95.4
3417,SDN,0,110,[2],[2],0.6679999999999999,0.343368,0.3246319999999999,0.001708673828739793,0.6391096709888094,26.8,29.3,,94.0
3418,SDN,1,101,[3],[3],0.7290000000000001,0.7039692000000001,0.02503080000000002,0.003950100387789635,0.9842137378670668,26.8,,29.3,92.9
3419,CLE,1,101,"[3, 1]",[3],0.829,0.7039692000000001,0.1250307999999999,0.007395623450126793,0.9693907348808076,25.9,,27.8,89.5
3421,CLE,1,110,[2],[2],0.0549999999999999,0.0448407999999999,0.0101592,0.0596654023498269,0.9776956423588934,27.8,29.4,,100.7
3422,SDN,1,11,"[3, 2]",[3],0.779,0.7099291999999998,0.06907080000000021,0.33278904840784934,0.9780647429212883,,27.7,28.5,101.2
3423,TBA,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.5047479355059253,0.9980111130086394,26.1,28.4,,89.4
3424,SDN,1,110,"[2, 1]",[2],0.1469999999999999,0.0448407999999999,0.1021592,0.2753593409238114,0.9811972900029672,28.3,26.3,,103.0
3425,WAS,1,110,[],[],0.0,0.0,0.0,0.3236271407653387,0.11747875119322462,28.5,25.6,,89.5
3426,SDN,1,101,[],[3],0.0,0.2116968,-0.2116968,0.000983967226821626,0.37910172194105257,27.6,,26.3,95.4
3427,SDN,0,110,[2],[2],0.6679999999999999,0.5845232,0.0834767999999999,0.025376171468315018,0.9188662508448092,26.8,28.5,,97.8
3428,NYN,1,110,[],[],0.0,0.0,0.0,0.0015592511774795953,0.4448264518013983,27.8,28.0,,100.7
3429,PIT,1,110,[],[],0.0,0.0,0.0,0.00023271699146978507,0.00618149964143599,27.1,27.8,,89.5
3430,SDN,0,110,[],[],0.0,0.0,0.0,8.959197325624445e-05,0.008888175828687915,27.7,24.9,,98.8
3431,TEX,0,110,[],[2],0.0,0.6401743999999999,-0.6401743999999999,0.07300043138297158,0.9589205814012652,27.8,26.8,,100.7
3432,SDN,0,110,[2],[2],0.6679999999999999,0.5288719999999999,0.13912800000000003,0.012675815282154924,0.8589994013529666,26.3,26.8,,97.0
3433,SDN,1,110,[],[2],0.0,0.0448407999999999,-0.0448407999999999,0.020308916992558868,0.9668004926489857,25.8,28.3,,97.0
3434,SDN,1,110,[],[],0.0,0.0,0.0,0.0036621813053450258,0.43039820691119773,27.7,25.8,,95.6
3435,LAN,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.4706679999999998,0.08833200000000013,0.8638710159974138,0.9988119890965151,,27.2,26.7,89.4
3436,LAN,1,11,[3],"[2, 3]",0.737,0.741362,-0.004361999999999977,0.8527539631432338,0.9941445077440674,,26.9,27.2,89.4
3437,SDN,1,110,[],[],0.0,0.0,0.0,0.07036008628133804,0.5462181655540238,26.8,29.3,,97.1
3438,ARI,0,110,[],[],0.0,0.0,0.0,8.958438625908135e-06,0.008257223358180013,26.4,27.8,,100.7
3439,ARI,1,11,[3],"[2, 3]",0.737,0.7714724000000001,-0.03447240000000007,0.9618669017424047,0.9992068726311694,,28.0,28.8,89.4
3440,SDN,1,11,[3],"[2, 3]",0.737,0.7639448,-0.02694479999999999,0.9413584681774835,0.9996790432605515,,29.3,28.5,93.3
3442,SFN,1,11,[3],"[2, 3]",0.737,0.779,-0.04200000000000004,0.9996268851062682,0.999943258459856,,28.1,26.2,89.4
3443,SFN,1,110,[],[],0.0,0.0,0.0,0.010655358580953515,0.6956980297956249,26.2,24.4,,100.7
3444,SDN,1,110,[2],[],0.0549999999999999,0.0,0.0549999999999999,0.024290301016369066,0.83116681609732,28.5,27.7,,87.5
3445,SDN,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.5589999999999999,0.0,0.9856993858706028,0.994766658697187,,27.6,26.3,87.5
3446,PHI,0,110,[],[],0.0,0.0,0.0,0.000133583118783116,0.070073004690287,28.0,29.2,,89.4
3448,SDN,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.007972470845039388,0.9915002885374982,25.8,,27.6,101.2
3449,PHI,1,110,[],"[1, 2]",0.0,0.105228,-0.105228,0.9088228526271805,0.9801575785076767,28.8,27.2,,89.5
3450,PHI,1,110,[],[],0.0,0.0,0.0,1.5875569351695543e-05,0.04601899966340611,25.0,29.2,,100.7
3451,COL,1,110,[],[],0.0,0.0,0.0,0.005453395943958804,0.42016729775101513,25.0,26.6,,89.2
3452,COL,0,110,[],[2],0.0,0.5566975999999999,-0.5566975999999999,0.21124251168392197,0.8783729524978227,28.1,25.8,,89.2
3453,SDN,1,110,[],[2],0.0,0.0143632,-0.0143632,0.53980644208667,0.8910312854834086,26.8,29.3,,91.3
3454,SLN,1,11,[3],[3],0.737,0.5475044,0.1894956,0.010061272420914162,0.7831088660786877,,28.3,28.5,89.5
3455,SDN,1,110,[],[],0.0,0.0,0.0,0.0009091333254022025,0.22354167638815534,25.8,29.3,,98.6
3456,SFN,0,11,[3],[3],0.28,0.1688608,0.11113920000000002,0.02450529275359013,0.875483609828377,,25.8,26.1,96.1
3457,SFN,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.03969220936846443,0.9919040888967514,26.1,,28.1,94.0
3458,SFN,1,110,[2],[2],0.0549999999999999,0.0448407999999999,0.0101592,0.09266495999926809,0.9685200663478336,27.9,27.0,,94.0
3466,MIL,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.03959378802557618,0.9971709992151689,23.5,,28.1,96.0
3467,WAS,1,101,[],[],0.0,0.0,0.0,4.7666565447096054e-05,0.024381544674581687,25.6,,27.2,96.0
3468,WAS,0,110,[],[],0.0,0.0,0.0,0.001612131909638942,0.05162697631798569,27.2,29.3,,96.0
3469,SFN,1,110,[2],[],0.0549999999999999,0.0,0.0549999999999999,0.003676099288415439,0.5976165711352517,26.1,25.8,,103.0
3470,SFN,1,110,[],[2],0.0,0.0448407999999999,-0.0448407999999999,0.41185795806438186,0.9659366160141961,27.8,27.0,,89.2
3472,PHI,1,11,"[3, 2]","[2, 3]",0.779,0.529876,0.249124,0.9324351504098827,0.7419578640902058,,28.6,25.0,94.3
3473,MIA,0,11,[],[],0.0,0.0,0.0,0.006374441705166859,0.009185612251400879,,26.1,26.6,94.3
3477,SFN,1,110,"[2, 1]",[2],0.1469999999999999,0.0448407999999999,0.1021592,0.10897143177709602,0.9697844416617307,25.8,26.0,,92.6
3478,SFN,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.2941188440494243,0.99957654562709,26.2,,27.4,100.4
3481,BAL,0,11,[3],"[2, 3]",0.28,0.4199848,-0.13998479999999996,0.8008864515276354,0.9689970785495056,,30.1,26.1,96.5
3482,CHN,0,110,"[2, 1]",[2],0.486,0.6679999999999999,-0.18199999999999994,0.4470632874299301,0.9968799855775111,27.7,28.5,,91.1
3483,CHN,1,110,[],[],0.0,0.0,0.0,0.005533753127743788,0.28607497292295203,28.6,27.3,,91.1
3484,SFN,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.5184969901484998,0.9922066719799865,25.8,26.4,,89.8
3486,CHN,1,110,[],[],0.0,0.0,0.0,0.02302835790537394,0.24333118767171788,28.6,28.5,,96.0
3487,SFN,1,101,[3],[3],0.7290000000000001,0.6539076000000001,0.07509239999999995,0.004106036145352081,0.9195250044657712,25.8,,27.0,89.5
3488,SDN,0,110,[],[],0.0,0.0,0.0,0.0009719306552699409,0.026748608800416705,26.3,26.8,,96.5
3489,SDN,1,11,[3],[3],0.737,0.737,0.0,0.5054859410494952,0.9884221401203701,,26.3,26.8,94.3
3490,SDN,1,110,[],[],0.0,0.0,0.0,0.0012021081698815367,0.004096903406510264,26.8,28.5,,96.5
3491,SFN,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.1767538883811708,0.9993591740764451,26.1,,26.4,88.6
3492,ARI,1,110,"[2, 1]",[2],0.1469999999999999,0.0245224,0.12247759999999991,0.02122425233623954,0.920835866376074,27.2,30.0,,94.3
3493,ARI,0,110,[],[],0.0,0.0,0.0,0.004486690766712702,0.2739689382013679,28.8,26.2,,94.3
3495,SFN,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.019325857984893575,0.9936437978743305,24.4,,25.8,97.9
3496,SFN,1,101,[3],[3],-0.498,0.0448247999999999,-0.5428247999999999,1.6827363520675926e-05,0.1891950319550376,26.0,,27.7,102.6
3497,SFN,1,110,[2],[],-0.443,0.0,-0.443,0.015989091321926604,0.49183729145059146,28.0,27.4,,92.1
3498,SFN,0,101,[1],[],-0.1819999999999999,0.0,-0.1819999999999999,0.0006183788401779338,0.914708448239419,25.8,,28.0,92.1
3499,BOS,1,110,[2],[],-0.443,0.0,-0.443,4.452453137988039e-05,0.008871997383472267,27.3,27.7,,94.3
3500,SFN,1,110,[],[],0.0,0.0,0.0,0.003705639925911983,0.007547292722487013,26.2,27.4,,88.6
3501,SFN,0,11,[3],[3],0.28,0.28,0.0,0.11243364061534439,0.990380244667048,,26.2,27.4,88.6
3502,SFN,0,110,[2],[2],0.6679999999999999,0.5288719999999999,0.13912800000000003,0.02489480463664517,0.8498105273317079,28.1,27.4,,98.8
3503,SFN,0,110,[],[2],0.0,0.0094607999999999,-0.0094607999999999,0.000696816033267951,0.3020736415153045,26.1,27.7,,97.0
3505,SFN,0,110,[],[],0.0,0.0,0.0,0.48976584601836776,0.21927987015205685,28.1,26.1,,92.6
3506,TBA,1,110,[],[],0.0,0.0,0.0,7.81226758607695e-05,0.007124149536839261,28.4,27.3,,96.5
3507,SFN,1,11,"[3, 2]","[2, 3]",0.779,0.7475300000000001,0.03146999999999989,0.9687981907235483,0.9714302194335508,,26.2,25.8,94.7
3509,CIN,0,101,[],[],0.0,0.0,0.0,0.0007583604767362226,0.5837947203381799,30.5,,28.4,91.1
3511,SFN,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.3597442135577381,0.9941235912260373,27.0,26.0,,91.6
3512,SFN,0,11,[],[],0.0,0.0,0.0,0.00034311825673215296,0.10798754048386755,,26.7,26.0,90.0
3513,CLE,1,101,[],[],0.0,0.0,0.0,0.003637337048296729,0.0810781870687839,29.2,,25.8,96.0
3514,SDN,1,110,[2],[],-0.443,0.0,-0.443,0.010254972326076021,0.09150949316821298,26.3,29.3,,94.3
3515,SDN,0,110,[],[2],0.0,0.2877167999999999,-0.2877167999999999,0.02631406557228167,0.6018651591025239,25.6,26.3,,91.1
3517,SFN,0,110,[],[],0.0,0.0,0.0,0.0007584873344753191,0.11917945802275823,24.4,27.0,,93.7
3518,LAN,1,110,[],[],0.0,0.0,0.0,0.0032957874335000784,0.017912222738313326,27.2,26.7,,94.3
3519,TOR,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.4500784256440967,0.9945897665603275,27.1,27.8,,94.7
3520,SLN,1,110,[],[2],0.0,0.0346815999999999,-0.0346815999999999,0.030992525619709384,0.9304054089819492,28.8,28.5,,92.6
3521,TOR,1,11,[3],[3],0.737,0.737,0.0,0.17692118389840208,0.9909870281959485,,26.4,27.8,98.6
3522,TOR,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.1793607401207261,0.9996183674752567,27.1,,28.8,94.7
3523,TOR,0,110,[],[],0.0,0.0,0.0,0.000673934119396538,0.018325647266505256,28.3,27.1,,94.7
3524,TOR,0,110,[],[2],0.0,0.0372863999999999,-0.0372863999999999,0.004598804965396808,0.31161768498297715,26.4,27.1,,94.7
3525,TOR,1,110,[],[],0.0,0.0,0.0,0.0005847286469642514,0.003450276322551448,26.4,27.1,,93.7
3526,TOR,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.5060008,0.05299919999999991,0.9193315380761653,0.9878397178010445,,28.5,23.7,92.0
3527,SLN,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.5413336,0.01766639999999997,0.9742066613580033,0.9997524803824412,,28.8,27.6,94.2
3528,SLN,1,110,[],[],0.0,0.0,0.0,0.004797676100647082,0.7939412380686853,26.4,27.6,,100.2
3529,SLN,1,110,[],[],0.0,0.0,0.0,0.003618653902188434,0.025920657832892238,28.5,28.5,,91.8
3530,ATL,1,11,[3],[3],0.737,0.5745752,0.16242480000000004,0.016030510876527074,0.8055959097461781,,28.8,28.1,93.7
3531,PIT,0,110,[],[2],0.0,0.1485887999999999,-0.1485887999999999,0.11921343450263652,0.453555072685626,27.3,28.6,,94.7
3532,SLN,1,110,[],[],0.0,0.0,0.0,0.00029405772008345225,0.0957025146175647,26.5,26.7,,93.1
3533,SLN,1,11,[3],"[2, 3]",0.737,0.779,-0.04200000000000004,0.9887566046678578,0.9998206957288908,,26.4,25.6,92.6
3534,PIT,1,110,[],[],0.0,0.0,0.0,0.007241885395814968,0.0017891537546343226,27.8,27.1,,93.7
3535,ARI,0,110,[2],[2],0.6679999999999999,0.6401743999999999,0.027825600000000006,0.1159191879827924,0.9816589767456638,27.1,26.7,,98.6
3537,ARI,1,11,[3],"[2, 3]",0.737,0.7714724000000001,-0.03447240000000007,0.9687909069878297,0.9987612429290302,,30.1,27.7,92.0
3538,DET,1,110,[],[],0.0,0.0,0.0,0.01030281413401692,0.3910052048740639,28.1,29.1,,92.0
3539,DET,1,110,[],[],0.0,0.0,0.0,0.0008910449776620265,0.30125959956325465,28.1,28.1,,98.6
3540,DET,1,11,[3],[],-0.59,0.0,-0.59,0.10667521690286887,0.022480596591656198,,28.1,27.2,98.6
3541,SLN,0,110,[2],[2],0.6679999999999999,0.4453952,0.22260479999999994,0.6791484209618435,0.7594483952568761,26.7,24.9,,86.5
3543,SLN,1,11,[3],[3],0.737,0.7099291999999998,0.027070800000000173,0.12070457180306861,0.9660080000381658,,26.5,26.4,86.5
3546,LAN,1,110,[2],[2],0.0549999999999999,0.0346815999999999,0.0203184,0.0678140074160004,0.9257307998167622,27.2,26.7,,98.6
3547,LAN,1,11,[3],[3],0.737,0.5745752,0.16242480000000004,0.06143207481405142,0.8120393310007467,,27.1,27.0,98.6
3548,LAN,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.0847532287222668,0.9986269140325612,26.4,,27.1,98.6
3549,LAN,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.34373788284234785,0.9993657139831538,28.3,,27.2,98.6
3550,SLN,1,110,[],[],0.0,0.0,0.0,2.83397763431424e-05,0.00596139125203182,26.7,24.9,,97.4
3551,KCA,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.12502653941889255,0.988222374624664,25.8,26.3,,91.6
3552,SLN,1,101,"[3, 1]",[3],0.829,0.5120664,0.3169335999999999,0.0018215244403715848,0.7463552017351034,27.1,,28.8,97.4
3553,SLN,1,110,"[2, 1]",[2],0.1469999999999999,0.0346815999999999,0.11231840000000001,0.10555036521118574,0.9473971331691557,27.6,28.5,,94.7
3554,SLN,1,110,[],[],0.0,0.0,0.0,0.001995543953222147,0.6597522131802245,24.9,26.4,,91.7
3556,SFN,0,110,[],[],0.0,0.0,0.0,0.0011829287135019983,0.0037656621369010585,28.1,27.7,,98.6
3557,CHN,1,110,[],[],0.0,0.0,0.0,0.0006314416507375743,0.30593999998408994,27.7,28.6,,98.6
3558,HOU,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.5180667999999999,0.0409332,0.9751263884874304,0.9588315677909476,,26.6,26.3,92.0
3559,HOU,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.5386222502086093,0.9950883385119866,27.6,25.5,,92.0
3560,HOU,1,101,[],[],0.0,0.0,0.0,4.70720453869964e-05,0.03398189805841644,29.4,,28.4,98.6
3563,NYA,1,101,[],[3],0.0,0.6789384,-0.6789384,0.011860559897790925,0.9268953687481174,27.8,,28.4,92.0
3564,NYA,1,110,[2],[],0.0549999999999999,0.0,0.0549999999999999,0.005614137188886232,0.4283022454752287,26.4,24.4,,98.6
3565,SLN,1,110,[],[],0.0,0.0,0.0,6.861082438377044e-05,0.002654890815138211,26.7,26.4,,98.3
3566,SLN,0,110,[],[],0.0,0.0,0.0,0.017660828917158703,0.20485933220791777,28.5,25.6,,98.3
3569,SLN,0,110,"[2, 1]",[2],0.486,0.343368,0.14263199999999998,0.05282719645954037,0.6430181470507507,27.8,26.4,,89.2
3570,WAS,0,110,[],[2],0.0,0.5845232,-0.5845232,0.031098462366844215,0.8965191213290737,29.3,28.6,,92.0
3571,SLN,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.05062480857694848,0.9982915120202823,26.4,,27.6,98.7
3572,MIA,1,110,[],[],0.0,0.0,0.0,0.002533959803258818,0.5338040005504975,27.2,27.7,,98.6
3573,MIA,1,110,[],[],0.0,0.0,0.0,0.003882794682668062,0.34805293215194427,27.2,26.3,,98.6
3574,MIA,1,110,[],[],0.0,0.0,0.0,0.07139333928841385,0.8112398317312317,26.6,23.6,,92.0
3575,SLN,1,110,[],[2],0.0,0.0448407999999999,-0.0448407999999999,0.05876519927288976,0.9787624915443915,26.5,28.5,,89.8
3576,SLN,0,110,[],[2],0.0,0.3990191999999999,-0.3990191999999999,0.08407803953418627,0.6952977279345112,28.5,26.7,,89.8
3577,SLN,1,110,[],[2],0.0,0.0042039999999999,-0.0042039999999999,0.32897797623346114,0.836722140224598,28.5,26.7,,89.8
3578,CHN,1,110,[],[],0.0,0.0,0.0,0.030388805725543953,0.758947716395135,28.6,26.2,,98.6
3580,COL,1,110,[],[2],0.0,0.0042039999999999,-0.0042039999999999,0.13109792976717496,0.851334791363014,28.1,25.6,,98.6
3581,COL,1,110,[],[],0.0,0.0,0.0,0.8450623526154737,0.6523535807958599,28.4,26.3,,94.7
3582,COL,1,11,"[3, 2]","[2, 3]",0.779,0.7714724000000001,0.007527599999999968,0.9640936388873655,0.9995843938798779,,25.6,29.9,92.0
3583,OAK,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.30677653334725863,0.990070958424407,29.6,27.9,,98.6
3585,OAK,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.006823186998417591,0.989455585471177,25.3,,27.1,98.6
3586,SLN,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.010827117386471272,0.9752241207262264,25.9,,28.5,95.7
3589,SDN,0,110,[2],[2],0.6679999999999999,0.6401743999999999,0.027825600000000006,0.6906644375416465,0.9624587038537766,27.6,29.3,,94.7
3590,SDN,1,11,"[3, 2]","[2, 3]",0.779,0.7564171999999999,0.022582800000000125,0.9071285476693393,0.9856998761355154,,26.8,28.5,98.6
3591,SLN,1,11,"[3, 2]",[3],0.779,0.5204336,0.2585664,0.40773013532028046,0.7689105921009834,,25.6,26.7,100.7
3594,PIT,1,101,[3],"[1, 3]",0.7290000000000001,0.6796359999999999,0.049364000000000186,0.09169602523815543,0.9535444612279831,29.7,,28.4,98.6
3595,SLN,1,110,[2],[2],0.0549999999999999,0.0448407999999999,0.0101592,0.06582373951929466,0.9815779888312904,27.8,28.8,,98.7
3596,SLN,1,101,"[3, 1]",[3],0.829,0.7039692000000001,0.1250307999999999,0.020686475185855764,0.9756962518842882,28.8,,28.5,97.1
3597,PHI,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.44539041595981754,0.999905328624437,27.2,,28.8,88.8
3599,SLN,1,110,[],[],0.0,0.0,0.0,0.005929580079176421,0.6916278222216141,26.4,28.8,,101.2
3600,SLN,1,110,[],[],0.0,0.0,0.0,0.00017127587482496104,0.0017676155098461422,26.7,26.4,,97.8
3601,SLN,0,110,[],[2],0.0,0.6679999999999999,-0.6679999999999999,0.6935781326464601,0.9994575927689628,27.3,28.5,,94.7
3602,SLN,1,11,"[3, 2]","[2, 3]",0.779,0.7227332000000001,0.05626679999999995,0.7630410219475469,0.9685771196794672,,25.9,27.9,91.7
3603,ATL,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.16632976831996024,0.9884516816814847,28.1,28.0,,103.0
3604,WAS,0,11,"[3, 2]",[3],0.5589999999999999,0.0391984,0.5198016,0.11101992599470348,0.7411758429616271,,25.1,25.8,95.7
3605,WAS,0,110,[],[2],0.0,0.343368,-0.343368,0.0048197872566948735,0.6510760912184627,25.8,27.5,,95.7
3606,TBA,1,11,"[3, 2]","[2, 3]",0.779,0.7714724000000001,0.007527599999999968,0.9659119366290716,0.9996120924857943,,28.3,28.7,98.3
3607,TBA,0,101,"[3, 1]","[1, 3]",0.098,0.0141764,0.0838236,0.8029841648468337,0.9998732203550147,28.7,,26.1,98.3
3608,WAS,1,110,[],[],0.0,0.0,0.0,4.6072888931549994e-05,0.015770269125942888,28.0,28.5,,101.2
3610,WAS,1,110,[2],[],0.0549999999999999,0.0,0.0549999999999999,0.022959747794315026,0.8274869395446106,27.5,25.8,,99.7
3611,PIT,0,110,[2],[2],0.6679999999999999,0.6401743999999999,0.027825600000000006,0.07270421907326402,0.9640385274326507,27.8,27.1,,89.2
3612,PIT,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.0300138287068269,0.9900159964714931,27.8,,27.1,98.3
3613,PIT,1,11,"[3, 2]","[2, 3]",0.779,0.741362,0.03763800000000006,0.8640509098136372,0.986491064239431,,27.3,27.1,98.3
3614,PIT,1,11,"[3, 2]","[2, 3]",0.779,0.779,0.0,0.9934824625794909,0.9997759266401389,,27.8,27.1,98.3
3616,WAS,1,110,[2],[2],0.0549999999999999,0.0245224,0.030477599999999903,0.06874310422396969,0.9023170555237034,27.5,25.1,,98.7
3620,WAS,1,110,[2],[2],0.0549999999999999,0.0448407999999999,0.0101592,0.3908089964297342,0.9675975128346405,27.5,25.8,,90.9
3621,WAS,1,110,[],[],0.0,0.0,0.0,0.0002591121381632971,0.09367554093746716,25.6,27.2,,94.0
3622,WAS,1,11,[3],[3],0.737,0.7099291999999998,0.027070800000000173,0.2682497411008354,0.9825004348858483,,25.6,27.2,90.9
3623,NYN,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.001214879984992293,0.8354482847689723,26.0,,28.1,103.0
3624,WAS,1,110,[],[],0.0,0.0,0.0,3.98126810133439e-06,0.0039474341735531845,27.5,29.3,,100.7
3627,WAS,1,11,[3],[3],0.737,0.7099291999999998,0.027070800000000173,0.08419081624028764,0.9798261041344172,,28.6,28.8,89.5
3629,WAS,1,101,[3],[3],0.7290000000000001,0.6288768,0.10012320000000008,0.0005211735112649708,0.8804201742170944,25.6,,27.5,99.3
3630,PHI,1,101,"[3, 1]","[1, 3]",0.829,0.7823043999999999,0.04669560000000006,0.80105896533816,0.9999159300986906,28.6,,27.6,89.2
3631,WAS,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.34837918795150263,0.9700744213449406,27.5,,25.6,87.5
3632,ARI,1,110,"[2, 1]","[1, 2]",0.1469999999999999,0.0868199999999999,0.06018000000000001,0.8513742869585955,0.999482213813809,27.2,30.0,,89.2
3633,ARI,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.07516512603169845,0.9962497867062375,27.2,,27.1,103.0
3634,ARI,0,110,"[2, 1]",[2],0.486,0.6679999999999999,-0.18199999999999994,0.8980812625871032,0.996693205727196,30.1,27.7,,89.2
3636,MIA,0,110,"[2, 1]",[2],0.486,0.0929375999999999,0.3930624000000001,0.0020286063389156066,0.36532212732349373,26.6,26.1,,103.0
3637,WAS,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.0878551999999999,0.47114480000000003,0.3223105214410884,0.7452683532863359,,27.5,27.2,95.6
3638,MIA,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.2502980000000001,0.30870199999999987,0.709566354009527,0.7896051333299952,,27.8,27.5,103.0
3642,MIA,0,101,[],[],0.0,0.0,0.0,1.086636094134724e-05,0.04424573605747829,27.6,,29.3,103.0
3644,WAS,0,11,[3],[3],0.28,0.28,0.0,0.3943163722633804,0.9898418693787332,,28.6,28.0,98.6
3645,ARI,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.1768858084522804,0.9998148558611382,27.1,,30.1,94.4
3647,WAS,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.27967609597978943,0.9922590427832964,25.8,27.5,,93.2
3648,CIN,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.5221756267387943,0.9968130638881687,28.4,30.5,,94.4
3650,CIN,1,110,[],[],0.0,0.0,0.0,0.011740113397584677,0.5968872804466142,26.9,25.6,,89.2
